name_a,name_b,score,ortho_sim,phon_sim,manual_review_ok
Flexi,Wiflex,0.7167,0.5000,0.9333,
Flux,K-flex,0.7167,0.5000,0.9333,
Flux,Wiflex,0.7167,0.5000,0.9333,
Furoclav,Rofuclav,0.7167,0.5000,0.9333,
Glymed,viglimet,0.7167,0.5000,0.9333,
K-flex,Valex,0.7167,0.5000,0.9333,
Mitpr,Zymetpro,0.7167,0.5000,0.9333,
Norestin,Rosetn,0.7167,0.5000,0.9333,
Norestin,Roseton,0.7167,0.5000,0.9333,
Valex,Wiflex,0.7167,0.5000,0.9333,
Calboral D,Calcor-D,0.7162,0.6000,0.8324,
Calboral D,Kalcoral,0.7162,0.6000,0.8324,
AC PR,Ace XR,0.7158,0.6667,0.7650,
cap. Flugal,Cap. Foldin,0.7156,0.5455,0.8857,
cap. Flugal,cap. Folzim,0.7156,0.5455,0.8857,
cap. Flugal,cap. Folzin,0.7156,0.5455,0.8857,
Tab. Amitip,Tab. ANADOL,0.7156,0.5455,0.8857,
Telmicard,Telmidip,0.7156,0.5556,0.8756,
Fxsid Plus,Resitfex plus,0.7155,0.5385,0.8926,
Aminosol,Anodol,0.7150,0.6250,0.8050,
Ansilou,Arsiloca,0.7150,0.6250,0.8050,
Caficid,Combicid,0.7150,0.6250,0.8050,
Defalin,Delcalen,0.7150,0.6250,0.8050,
lanolin,Liprolin,0.7150,0.6250,0.8050,
Neemoxew,Neuroxen,0.7150,0.6250,0.8050,
Neuroxen,Newoxew,0.7150,0.6250,0.8050,
Rafiflo,Rasiflep,0.7150,0.6250,0.8050,
Vidamef,viglimef,0.7150,0.6250,0.8050,
vitabin,voltalin,0.7150,0.6250,0.8050,
Calcor-Dx,Kalcoral,0.7149,0.5556,0.8743,
linax plus,Naprox plus,0.7149,0.5455,0.8843,
linux plus,Naprox plus,0.7149,0.5455,0.8843,
Escolex,Esomax,0.7146,0.5714,0.8578,
Escolex,esomix,0.7146,0.5714,0.8578,
Escolex,esonix,0.7146,0.5714,0.8578,
Flubex,Fluclox,0.7146,0.5714,0.8578,
Tab. Flamex,Tb. N- Max,0.7144,0.5455,0.8833,
Denixil,Tnaxyl,0.7143,0.4286,1.0000,
merrobe,miraba,0.7143,0.4286,1.0000,
Mervan,Morphin,0.7143,0.4286,1.0000,
ratnol,Ruotinl,0.7143,0.4286,1.0000,
tarlica,Trilock,0.7143,0.4286,1.0000,
vigorey,wficore,0.7143,0.4286,1.0000,
Carulcal D,coral cal,0.7139,0.5000,0.9278,
Tab. Beklo,Tab. Neuro-B,0.7139,0.5833,0.8444,
Tab. Beklo,TAB. PENOULY,0.7139,0.5833,0.8444,
esomix,Etorix,0.7133,0.6667,0.7600,
esonix,Etorix,0.7133,0.6667,0.7600,
Rephaston,replastw,0.7133,0.6667,0.7600,
Cinaron Plus,Ecosprin Plus,0.7130,0.6154,0.8107,
Calboral D,Tb. Calboral-D,0.7130,0.6429,0.7831,
Coragu-D,coral rd,0.7125,0.6250,0.8000,
Delfroz,Telfro max,0.7125,0.5000,0.9250,
gaviflux,Gavisus,0.7125,0.6250,0.8000,
A-fun,Alfane,0.7125,0.5000,0.9250,
Alc,Analac,0.7125,0.5000,0.9250,
Alc,Avolac,0.7125,0.5000,0.9250,
Baemax,Bex,0.7125,0.5000,0.9250,
Coraleal,Coralgue D,0.7125,0.6000,0.8250,
Costan,Cotson,0.7125,0.5000,0.9250,
denvar,deviry,0.7125,0.5000,0.9250,
Devixi,Dexa,0.7125,0.5000,0.9250,
Dexila,Dezlo,0.7125,0.5000,0.9250,
filnet,Vineet,0.7125,0.5000,0.9250,
Flv,Fuclav,0.7125,0.5000,0.9250,
Glasin,Kacin,0.7125,0.5000,0.9250,
lnfilax,lulrilax,0.7125,0.6250,0.8000,
Nasal,Norsol,0.7125,0.5000,0.9250,
Neemoxew,Nexe,0.7125,0.5000,0.9250,
Neopenem,Nonum,0.7125,0.5000,0.9250,
Neptor,Nitr,0.7125,0.5000,0.9250,
Neuvoxew,Nexe,0.7125,0.5000,0.9250,
ratnol,renal,0.7125,0.5000,0.9250,
Relaxo,Rex,0.7125,0.5000,0.9250,
Ceftadixime,Cefuroximee,0.7124,0.5455,0.8794,
Ceftriaxone,Cefuroxime,0.7124,0.5455,0.8794,
halconl Dx,halcorl,0.7119,0.6000,0.8237,
Naprox plus,Naproxen,0.7116,0.5455,0.8778,
Ecosprin Plus,Elosfiv plus,0.7112,0.6923,0.7300,
Cinamycin,Vancomycin,0.7111,0.6000,0.8222,
Creston,Rephaston,0.7111,0.5556,0.8667,
fixalrt,fixocard,0.7111,0.5000,0.9222,
Imipenem,Meropenem,0.7111,0.5556,0.8667,
Bron Gel,Bron Wash,0.7111,0.5556,0.8667,
Cef-B,Cefim,0.7111,0.6000,0.8222,
Deflacort,deflaxen,0.7111,0.5556,0.8667,
Fexit,Fexofast,0.7111,0.5000,0.9222,
Gestirenol,Geston,0.7111,0.5000,0.9222,
Lacfu,Lacto,0.7111,0.6000,0.8222,
Maxima,Moxigram,0.7111,0.5000,0.9222,
Montene,Montrlon,0.7111,0.5000,0.9222,
ROlac,Rolip,0.7111,0.6000,0.8222,
todef,Todol,0.7111,0.6000,0.8222,
Todet,Todol,0.7111,0.6000,0.8222,
Alatol,Autazol,0.7107,0.5714,0.8500,
Bicozin,Bisoren,0.7107,0.5714,0.8500,
Bicozin,Bizoran,0.7107,0.5714,0.8500,
Bilozin,Bisoren,0.7107,0.5714,0.8500,
Bilozin,Bizoran,0.7107,0.5714,0.8500,
Bisoren,Bromen,0.7107,0.5714,0.8500,
Caficid,Glicid,0.7107,0.5714,0.8500,
Defalin,demelon,0.7107,0.5714,0.8500,
Defalin,Derolon,0.7107,0.5714,0.8500,
Defalin,Desolon,0.7107,0.5714,0.8500,
Dekalin,demelon,0.7107,0.5714,0.8500,
Dekalin,Derolon,0.7107,0.5714,0.8500,
Dekalin,Desolon,0.7107,0.5714,0.8500,
Desolon,Triolon,0.7107,0.5714,0.8500,
femotol,Furotil,0.7107,0.5714,0.8500,
fenisen,Folison,0.7107,0.5714,0.8500,
filmef,Vidamef,0.7107,0.5714,0.8500,
hansol,Hastaol,0.7107,0.5714,0.8500,
Lifanta,linatab,0.7107,0.5714,0.8500,
Megulol,Mesacol,0.7107,0.5714,0.8500,
merocil,Mesacol,0.7107,0.5714,0.8500,
Paloven,Profen,0.7107,0.5714,0.8500,
pase,paveset,0.7107,0.5714,0.8500,
ponsal,Purisal,0.7107,0.5714,0.8500,
Radifil,Rafiflo,0.7107,0.5714,0.8500,
Raditil,Revital,0.7107,0.5714,0.8500,
Raditil,Rostil,0.7107,0.5714,0.8500,
ratinol,rechnol,0.7107,0.5714,0.8500,
ratnol,rechnol,0.7107,0.5714,0.8500,
ratnol,Revatol,0.7107,0.5714,0.8500,
Reconil,Retinol,0.7107,0.5714,0.8500,
Reelifr,Regler,0.7107,0.5714,0.8500,
Retinol,Revatol,0.7107,0.5714,0.8500,
Retinol,Revital,0.7107,0.5714,0.8500,
Reto,Revatol,0.7107,0.5714,0.8500,
Reto,Roseton,0.7107,0.5714,0.8500,
Rolae,Rotalac,0.7107,0.5714,0.8500,
Rostil,Ruotinl,0.7107,0.5714,0.8500,
Rudi,Rupadin,0.7107,0.5714,0.8500,
Sanbin,Sofbian,0.7107,0.5714,0.8500,
Bilax,Lubilex,0.7107,0.5714,0.8500,
Bilax,Lubilox,0.7107,0.5714,0.8500,
Bilaxe,Lubilax,0.7107,0.5714,0.8500,
Biloxe,Lubilox,0.7107,0.5714,0.8500,
Fluelox,Levox,0.7107,0.5714,0.8500,
Fylox,lufilox,0.7107,0.5714,0.8500,
Paracetamol,Prestal,0.7106,0.4545,0.9667,
Algend,Cor algen-D,0.7102,0.5455,0.8750,
Inderal,Indooref,0.7100,0.5000,0.9200,
Nitrofur,nutrifil,0.7100,0.5000,0.9200,
Radiflex rafid,Rodiflex,0.7100,0.5000,0.9200,
cefotil plus,Elosfiv plus,0.7100,0.5833,0.8366,
cefotil plus,Fxsid Plus,0.7100,0.5833,0.8366,
Delfian,Delfmz,0.7099,0.5714,0.8483,
Delfian,Delfroz,0.7099,0.5714,0.8483,
Delfian,Delfrz,0.7099,0.5714,0.8483,
Dexila,dexnaaf,0.7099,0.5714,0.8483,
Dexila,Dexnaat,0.7099,0.5714,0.8483,
Dexila,Doxicap,0.7099,0.5714,0.8483,
Doxicap,doxva,0.7099,0.5714,0.8483,
Doxiva,Doxycap,0.7099,0.5714,0.8483,
doxva,Doxycap,0.7099,0.5714,0.8483,
Itokine,Itoklav,0.7099,0.5714,0.8483,
Maxima,moxibac,0.7099,0.5714,0.8483,
Montair,Montelm,0.7099,0.5714,0.8483,
Norim D,Normal,0.7099,0.5714,0.8483,
Pirulin,prolix,0.7099,0.5714,0.8483,
Pregan,Pregmos,0.7099,0.5714,0.8483,
Montelm,Montelukast,0.7099,0.5455,0.8743,
montelon,Montelukast,0.7099,0.5455,0.8743,
cap. Dexilend,Napa Extend,0.7098,0.6154,0.8042,
prelics CR,Valic CR,0.7097,0.6000,0.8194,
linax plus,Lumana plus,0.7093,0.6364,0.7821,
Bilon,Bislol,0.7083,0.6667,0.7500,
clindacin,Lindac,0.7083,0.6667,0.7500,
Fensiv,Feufiv,0.7083,0.6667,0.7500,
Geoton,Gerfon,0.7083,0.6667,0.7500,
Geoton,Gerlon,0.7083,0.6667,0.7500,
Geoton,Geslon,0.7083,0.6667,0.7500,
Lactu,Lantus,0.7083,0.6667,0.7500,
Nonum,Nortum,0.7083,0.6667,0.7500,
Reset,Revert,0.7083,0.6667,0.7500,
Analac,nuloc,0.7083,0.5000,0.9167,
Aropen,RUPIN,0.7083,0.5000,0.9167,
Cewfilid,Cowficid,0.7083,0.7500,0.6667,
Eggcal,K2cal,0.7083,0.5000,0.9167,
Esotil,Sedil,0.7083,0.5000,0.9167,
Geslon,Solon,0.7083,0.5000,0.9167,
hansol,Nasal,0.7083,0.5000,0.9167,
Iracet,Reset,0.7083,0.5000,0.9167,
Nasal,ponsal,0.7083,0.5000,0.9167,
amdocal,Amlrocaf,0.7081,0.6250,0.7911,
Calbo-D,Calboral Dx,0.7079,0.5455,0.8704,
Fasid Plus,Furotil Plus,0.7077,0.5833,0.8321,
coral rd,Coralcal,0.7075,0.6250,0.7900,
Dexfacar,Dexnaat,0.7075,0.6250,0.7900,
Nutridex,nutrifil,0.7075,0.6250,0.7900,
Algin Plus,Lumana plus,0.7073,0.5455,0.8690,
Maxrin,Maxuline-R,0.7072,0.5000,0.9144,
Endever,Indevex,0.7071,0.7143,0.7000,
Maxirra,Maxrin D,0.7071,0.5000,0.9143,
Valex,valix CR,0.7071,0.5000,0.9143,
linax plus,windel plus,0.7071,0.6364,0.7778,
linux plus,windel plus,0.7071,0.6364,0.7778,
Aislof max,lanso max,0.7067,0.6000,0.8135,
Tab. Galoa,Tab. Rupa,0.7067,0.6000,0.8133,
Tab. Naprox,Tab. Normen,0.7067,0.5455,0.8679,
Tab. Normen,Tb. N- Max,0.7067,0.5455,0.8679,
Maxsulin R,moxilin,0.7063,0.5000,0.9125,
cabetool,cabretol cr,0.7061,0.5455,0.8667,
Ceftadixime,Ceftriaxone,0.7061,0.5455,0.8667,
Flemex Plus,Fxsid Plus,0.7061,0.5455,0.8667,
libott,Libott-S JR,0.7061,0.5455,0.8667,
Tab. ANADOL,Tb. Defrol,0.7061,0.5455,0.8667,
Tab. Maxiwa,Tab. Menoral,0.7060,0.5833,0.8286,
Calboral,Calcor-D,0.7058,0.6250,0.7867,
Combicid,Comprid,0.7058,0.6250,0.7867,
Comficid,Comprid,0.7058,0.6250,0.7867,
figfimef,viglimet,0.7058,0.6250,0.7867,
Napa one,Napxon,0.7058,0.6250,0.7867,
progest,propenta,0.7058,0.6250,0.7867,
Bilau,Bilfast,0.7057,0.5714,0.8400,
Bilau,Biltant,0.7057,0.5714,0.8400,
Demoxiclav,Doxicap,0.7057,0.6000,0.8114,
Fimoxyclav,Furoclav,0.7057,0.6000,0.8114,
lnfilax,Lubilex,0.7057,0.5714,0.8400,
lnfilax,Lubilox,0.7057,0.5714,0.8400,
Rivarox,Rivo,0.7057,0.5714,0.8400,
Seko,Sekodex,0.7057,0.5714,0.8400,
Tab. Flamex,Tab. Galoa,0.7056,0.5455,0.8658,
Tab. Naprox,Tab. Rupa,0.7056,0.5455,0.8658,
Cef-,Sefr,0.7056,0.5000,0.9111,
Coragu-D,Corulcal-D,0.7056,0.5000,0.9111,
coral-dx,corox,0.7056,0.5000,0.9111,
Delfxz,dulox,0.7056,0.5000,0.9111,
docopa,toco,0.7056,0.5000,0.9111,
feeviu,Feufiv,0.7056,0.5000,0.9111,
Gel,geolan,0.7056,0.5000,0.9111,
Medragust,Medroxy,0.7056,0.4444,0.9667,
Panied,Pauion,0.7056,0.5000,0.9111,
Pli,Plus,0.7056,0.5000,0.9111,
Priten,prompton,0.7056,0.5000,0.9111,
prompton,protein,0.7056,0.5000,0.9111,
rbc,Rebe,0.7056,0.5000,0.9111,
RBS,Rebe,0.7056,0.5000,0.9111,
Reto,RTV,0.7056,0.5000,0.9111,
Rosu,roswva,0.7056,0.5000,0.9111,
Tab. Galoa,Tb. Calboral-D,0.7056,0.5000,0.9111,
Triptin,Tryptin Plus,0.7056,0.5000,0.9111,
Fexofast,Fexofenadine,0.7048,0.5000,0.9095,
Inderal,Indever f,0.7044,0.5556,0.8533,
Inderen,Indever f,0.7044,0.5556,0.8533,
Terbi max,Terbikill,0.7044,0.5556,0.8533,
Amlocal,Telmocal,0.7042,0.6250,0.7833,
Aropen,propenta,0.7042,0.6250,0.7833,
Arsiloca,Trilock,0.7042,0.6250,0.7833,
Biscor,Ubi Core,0.7042,0.6250,0.7833,
Brodin,trodolin,0.7042,0.6250,0.7833,
Calbo-D,Calboral D,0.7042,0.6000,0.8083,
Colistin,Folison,0.7042,0.6250,0.7833,
Decoral,Kalcoral,0.7042,0.6250,0.7833,
Delcalen,Velcal,0.7042,0.6250,0.7833,
Fatisol,Purtisol,0.7042,0.6250,0.7833,
Furocef,Microcef,0.7042,0.6250,0.7833,
Furotil Plus,Fxsid Plus,0.7042,0.5833,0.8250,
Gavitfep,Povifep,0.7042,0.6250,0.7833,
Gestin,Lestarin,0.7042,0.6250,0.7833,
Gestin,Norestin,0.7042,0.6250,0.7833,
Imipenem,Neopenem,0.7042,0.6250,0.7833,
Liprolin,Neurolin,0.7042,0.6250,0.7833,
Liprolin,Proliv,0.7042,0.6250,0.7833,
Losectil,Rostil,0.7042,0.6250,0.7833,
Phenocid,Sponocid,0.7042,0.6250,0.7833,
Precabil,Reconil,0.7042,0.6250,0.7833,
Tab. Flamex,Tab. Normens,0.7042,0.5833,0.8250,
telmacal,Velcal,0.7042,0.6250,0.7833,
Telmocal,Velcal,0.7042,0.6250,0.7833,
fpeimcore,Sperm Core,0.7036,0.7000,0.7071,
A-Flux,avolu,0.7033,0.5000,0.9067,
Bex,Bexter,0.7033,0.5000,0.9067,
Delcalen,Duloxen,0.7033,0.5000,0.9067,
Dexa,Dexcin,0.7033,0.5000,0.9067,
Dexa,Dexlor,0.7033,0.5000,0.9067,
Dexa,Dexter,0.7033,0.5000,0.9067,
Dexlor,Dextal,0.7033,0.5000,0.9067,
flemex,Fluma,0.7033,0.5000,0.9067,
Gintabac,Gintex,0.7033,0.5000,0.9067,
Indo,Indooref,0.7033,0.5000,0.9067,
Nexe,Nexmig,0.7033,0.5000,0.9067,
Nexe,nexpro,0.7033,0.5000,0.9067,
Nitr,Nitro-SR,0.7033,0.5000,0.9067,
Nitr,Nitrofur,0.7033,0.5000,0.9067,
xinc,zinc b,0.7033,0.5000,0.9067,
Geotoenol,Geston,0.7028,0.5556,0.8500,
Peridon,Pethidine,0.7028,0.5556,0.8500,
Acliz Plus,Fxsid Plus,0.7028,0.6000,0.8056,
Tab. Menoral,Tab. Neobean,0.7028,0.5833,0.8222,
Tab. Neuro-B,Tb. Defrol,0.7028,0.5833,0.8222,
Abicon,Bicozin,0.7024,0.5714,0.8333,
Alanol,lanolin,0.7024,0.5714,0.8333,
Alrin,Glarine,0.7024,0.5714,0.8333,
Anlin,Tonlino,0.7024,0.5714,0.8333,
Arlin,Pirulin,0.7024,0.5714,0.8333,
Avolac,Volinac,0.7024,0.5714,0.8333,
betaloc,Rotalac,0.7024,0.5714,0.8333,
Biltin,Linatin,0.7024,0.5714,0.8333,
Brodil,Furotil,0.7024,0.5714,0.8333,
Brodin,protein,0.7024,0.5714,0.8333,
Caficid,cefazid,0.7024,0.5714,0.8333,
cefotil,femotol,0.7024,0.5714,0.8333,
cefotil,Furotil,0.7024,0.5714,0.8333,
Costan,Roseton,0.7024,0.5714,0.8333,
Delfian,Zolfin,0.7024,0.5714,0.8333,
Disopan,Fasopen,0.7024,0.5714,0.8333,
Dominos,Luminus,0.7024,0.5714,0.8333,
Duracef,Oricef,0.7024,0.5714,0.8333,
femotol,Revatol,0.7024,0.5714,0.8333,
Fenadin,Linatin,0.7024,0.5714,0.8333,
Fenadin,Sandin,0.7024,0.5714,0.8333,
Fenadin,Unatin,0.7024,0.5714,0.8333,
Fenodin,Sandin,0.7024,0.5714,0.8333,
Furocef,Oricef,0.7024,0.5714,0.8333,
Furotil,Rostil,0.7024,0.5714,0.8333,
Furotil,Ruotinl,0.7024,0.5714,0.8333,
Gerfon,Nervion,0.7024,0.5714,0.8333,
Geston,Roseton,0.7024,0.5714,0.8333,
glinta,Lifanta,0.7024,0.5714,0.8333,
glinta,linatab,0.7024,0.5714,0.8333,
Itogut,Motigut,0.7024,0.5714,0.8333,
Lerozol,merocil,0.7024,0.5714,0.8333,
Linax,Volinac,0.7024,0.5714,0.8333,
Lindac,Volinac,0.7024,0.5714,0.8333,
Merdin,Peridon,0.7024,0.5714,0.8333,
Mervan,Nervion,0.7024,0.5714,0.8333,
mofigut,Rifagut,0.7024,0.5714,0.8333,
Neptor,ropitor,0.7024,0.5714,0.8333,
protein,Rosetn,0.7024,0.5714,0.8333,
Tenocab,Vonacab,0.7024,0.5714,0.8333,
Calboral D,coral rd,0.7021,0.6000,0.8043,
Rcef-Dx,Reefcal-Dx,0.7021,0.6000,0.8043,
Tab. ANADOL,Tab. clacido,0.7017,0.5833,0.8200,
Tab. CEEVIX,Tab. clacido,0.7017,0.5833,0.8200,
Cefaxine,Cefuroximee,0.7016,0.5455,0.8578,
Cefixim,ceftazidime,0.7016,0.5455,0.8578,
BRON GVEL,Bron Wash,0.7016,0.5556,0.8476,
Cefim,Cefixim,0.7016,0.7143,0.6889,
Lubilay,lutilax,0.7016,0.7143,0.6889,
Neumig,Nexemig,0.7016,0.7143,0.6889,
Zolhivm,Zollium,0.7016,0.7143,0.6889,
Bron Gel,Profenid Gel,0.7014,0.5833,0.8194,
gaviflux,radiflex,0.7014,0.6250,0.7778,
gaviflux,Rasiflex,0.7014,0.6250,0.7778,
Fasid Plus,Flemex Plus,0.7013,0.5455,0.8571,
clexane,Clonapex,0.7011,0.5000,0.9022,
Napronex,Nopxon,0.7011,0.5000,0.9022,
Arth-A Max,Asynta max,0.7009,0.6000,0.8018,
Raufitfup plus,Resitfex plus,0.7002,0.6429,0.7576,
?icrogent,microges,0.7000,0.6667,0.7333,
Esomax,Unomax,0.7000,0.6667,0.7333,
Ace Power,Ace XR,0.7000,0.5556,0.8444,
Algin,Algin Plus,0.7000,0.5000,0.9000,
Algin,Algin Sorg,0.7000,0.5000,0.9000,
Carulcal D,Coraleal,0.7000,0.5000,0.9000,
CBC,Kibac,0.7000,0.4000,1.0000,
coral cal,coral-dx,0.7000,0.5556,0.8444,
D-cop,Drop,0.7000,0.6000,0.8000,
deflaxen,Dexin,0.7000,0.5000,0.9000,
Delfxz,Devixi,0.7000,0.5000,0.9000,
Drexy,Torex,0.7000,0.4000,1.0000,
exium,Exium Mups,0.7000,0.5000,0.9000,
Flexi,Fylox,0.7000,0.4000,1.0000,
Flexi,Valex,0.7000,0.4000,1.0000,
Flux,Valex,0.7000,0.4000,1.0000,
Fylox,Valex,0.7000,0.4000,1.0000,
lansomax,Lasix,0.7000,0.5000,0.9000,
Linax,linax plus,0.7000,0.5000,0.9000,
Nacl,Nasal,0.7000,0.6000,0.8000,
nexe mvs,Nexum,0.7000,0.5000,0.9000,
Nexum,Nexum Mups,0.7000,0.5000,0.9000,
Nufvw,Nuhw,0.7000,0.6000,0.8000,
Profen,Profenid Gel,0.7000,0.5000,0.9000,
radiflex,Rafiflo,0.7000,0.6250,0.7750,
Rafiflo,Rasiflex,0.7000,0.6250,0.7750,
Remac,Robac,0.7000,0.6000,0.8000,
Remac,ROlac,0.7000,0.6000,0.8000,
Sedil,x-dol,0.7000,0.4000,1.0000,
Sefr,Setra,0.7000,0.6000,0.8000,
Solon,Xylin,0.7000,0.4000,1.0000,
T-Cef,todef,0.7000,0.6000,0.8000,
Tab. Naprox,Tab. Normens,0.7000,0.5000,0.9000,
Tab. Normens,Tb. N- Max,0.7000,0.5000,0.9000,
tas,Tosou,0.7000,0.4000,1.0000,
Tb. Defrol,Tb. Mccol,0.7000,0.6000,0.8000,
Todet,Torat,0.7000,0.6000,0.8000,
Torex,Traxy,0.7000,0.4000,1.0000,
Torix,Traxy,0.7000,0.4000,1.0000,
Xiva,Zovia,0.7000,0.4000,1.0000,
Xyflo,xyrl,0.7000,0.6000,0.8000,
Cap. Foldin,Cap. zif,0.6994,0.5455,0.8533,
Micoral gel,microges,0.6994,0.5455,0.8533,
Tab. ANADOL,Tab. Deap,0.6994,0.5455,0.8533,
Tab. Epitra,Tab. Rupa,0.6994,0.5455,0.8533,
Tab. Normen,Tab. Rupa,0.6994,0.5455,0.8533,
Alanol,Alolrol,0.6990,0.5714,0.8267,
Alatol,Alolrol,0.6990,0.5714,0.8267,
Albumin,Algin,0.6990,0.5714,0.8267,
Albumin,Alrin,0.6990,0.5714,0.8267,
Alect,algecal,0.6990,0.5714,0.8267,
Aorifip,Arnitip,0.6990,0.5714,0.8267,
Bilax,Bilfast,0.6990,0.5714,0.8267,
Bilaxe,Bilfast,0.6990,0.5714,0.8267,
cefazid,Cefixim,0.6990,0.5714,0.8267,
Decoral,Dextal,0.6990,0.5714,0.8267,
Dekalin,Dexcin,0.6990,0.5714,0.8267,
Esipram,Esoral,0.6990,0.5714,0.8267,
Esomand,Esotid,0.6990,0.5714,0.8267,
femotol,Fimoxyl,0.6990,0.5714,0.8267,
fenisen,Fenix-V,0.6990,0.5714,0.8267,
Ferix-V,Ferti-Q,0.6990,0.5714,0.8267,
Omastin,Ometid,0.6990,0.5714,0.8267,
Prestel,Priten,0.6990,0.5714,0.8267,
Pronex,protein,0.6990,0.5714,0.8267,
Specbac,Spilac,0.6990,0.5714,0.8267,
t-mycin,Timptin,0.6990,0.5714,0.8267,
Triject,Trilock,0.6990,0.5714,0.8267,
Triolon,Triptin,0.6990,0.5714,0.8267,
Triptin,Trizon,0.6990,0.5714,0.8267,
Zolfin,Zolhivm,0.6990,0.5714,0.8267,
Calborul-D,Calcor-Dx,0.6984,0.6000,0.7968,
coral-dx,Reefcal-Dx,0.6984,0.5000,0.8968,
Pama Serg,Panaseng,0.6983,0.6667,0.7300,
Tab. Arislovit-B,Tab. cifotil,0.6983,0.5000,0.8967,
Delfian,Delfxz,0.6982,0.5714,0.8250,
Dexila,Doximax,0.6982,0.5714,0.8250,
Dimex,Doximax,0.6982,0.5714,0.8250,
Doximax,doxva,0.6982,0.5714,0.8250,
Fenodin,viodin,0.6982,0.5714,0.8250,
Flamfix,Flamyd,0.6982,0.5714,0.8250,
Fleme max,Voligel Max,0.6981,0.5455,0.8508,
AC PR,Ace Power,0.6978,0.5556,0.8400,
Defzacort,Dexfacar,0.6978,0.5556,0.8400,
Denoxidov,Doximev,0.6978,0.5556,0.8400,
Medragust,Microgest,0.6978,0.5556,0.8400,
Neurobest,Neurou,0.6978,0.5556,0.8400,
X-ray,X-ray C/S,0.6978,0.5556,0.8400,
Fleme max,Flemex Plus,0.6977,0.5455,0.8500,
Lumana plus,Medi Plus,0.6973,0.5455,0.8492,
Carulcal D,coral rd,0.6972,0.5000,0.8944,
Deflacort,telcard,0.6972,0.4444,0.9500,
Tab. ANADOL,TAB. PENOULY,0.6972,0.5000,0.8944,
Tab. Beklo,Tab. clacido,0.6972,0.5000,0.8944,
Tab. cifotil,Tab. clacido,0.6972,0.5000,0.8944,
Tab. cifotil,Tb. Defrol,0.6972,0.5000,0.8944,
Tab. Geofoenil,TAB. PENOULY,0.6972,0.5000,0.8944,
Tab. Menoral,Tab. Neuro-B,0.6972,0.5000,0.8944,
Ecosprin Plus,Tryptin Plus,0.6968,0.6154,0.7783,
AC PR,Max Pro,0.6968,0.5714,0.8222,
Denixil,Frenxil,0.6968,0.5714,0.8222,
Eslilex,hulilax,0.6968,0.5714,0.8222,
Eslilex,Lubilex,0.6968,0.5714,0.8222,
Eslilex,Lwfilex,0.6968,0.5714,0.8222,
Flamfix,Limbix,0.6968,0.5714,0.8222,
hulilax,lnfilax,0.6968,0.5714,0.8222,
Loxodol,Max dol,0.6968,0.5714,0.8222,
Max Pro,nexpro,0.6968,0.5714,0.8222,
Tab. Geofoenil,Tab. Neobean,0.6968,0.5714,0.8222,
Coralcal,Coralgue D,0.6967,0.5000,0.8933,
fexocon,fixocard,0.6967,0.5000,0.8933,
Esmax,esonix,0.6967,0.5000,0.8933,
Fentizol,Fungidal,0.6967,0.5000,0.8933,
Frulae,Furoclav,0.6967,0.5000,0.8933,
Itoklav,Itolcive,0.6967,0.5000,0.8933,
Losectil,Losita,0.6967,0.5000,0.8933,
Macrobac,moxibac,0.6967,0.5000,0.8933,
Naporx,Napxon,0.6967,0.5000,0.8933,
Neruopex,Neuroxen,0.6967,0.5000,0.8933,
Palonron,Pelverin,0.6967,0.5000,0.8933,
Palonron,Plagrin,0.6967,0.5000,0.8933,
Precabil,probio,0.6967,0.5000,0.8933,
Ralripus,Rolip,0.6967,0.5000,0.8933,
Telfast,Telmivas,0.6967,0.5000,0.8933,
Temlonil,Tomdolin,0.6967,0.5000,0.8933,
Termitan,Triptin,0.6967,0.5000,0.8933,
Termitan,Tryptin,0.6967,0.5000,0.8933,
Timptin,Tomdolin,0.6967,0.5000,0.8933,
Tmiptin,Tomdolin,0.6967,0.5000,0.8933,
Triptin,trodolin,0.6967,0.5000,0.8933,
trodolin,Tryptin,0.6967,0.5000,0.8933,
Ecosprin Plus,Naprosin Plus,0.6965,0.5385,0.8546,
Fixcef Plus,Resitfex plus,0.6965,0.5385,0.8546,
Calboral D,hallornl Dx,0.6965,0.6364,0.7566,
Tab. Neuro-B,Tab. Normens,0.6958,0.5000,0.8917,
Tab. CEEVIX,Tab. Naprox,0.6956,0.5455,0.8458,
Tab. Maxiwa,Tab. Naprox,0.6956,0.5455,0.8458,
Derolon,Toradolin,0.6956,0.4444,0.9467,
Calcor-D,Corulcal-D,0.6950,0.5000,0.8900,
Microgcofi,microges,0.6950,0.6000,0.7900,
Napronex,Neruopex,0.6950,0.5000,0.8900,
Napronex,Neuroxen,0.6950,0.5000,0.8900,
Tab. Anth,Tab. Galoa,0.6950,0.6000,0.7900,
Tab. Beklo,Tab. Deap,0.6950,0.6000,0.7900,
Abicon,Bilon,0.6944,0.6667,0.7222,
Algin,Callin,0.6944,0.6667,0.7222,
ALOS,Salost,0.6944,0.6667,0.7222,
Alrin,Callin,0.6944,0.6667,0.7222,
Anodol,Todol,0.6944,0.6667,0.7222,
Apeclo,Seclo,0.6944,0.6667,0.7222,
Arlin,Callin,0.6944,0.6667,0.7222,
atlin,Callin,0.6944,0.6667,0.7222,
Atozen,Tofen,0.6944,0.6667,0.7222,
Avolac,ROlac,0.6944,0.6667,0.7222,
